"Town","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Barkhamsted","0900502760","2005-2009","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","Asian Alone","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2005-2009","Asian Alone","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2005-2009","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","Black or African American Alone","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2005-2009","Black or African American Alone","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2005-2009","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","Hispanic or Latino","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2005-2009","Hispanic or Latino","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2005-2009","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2005-2009","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","Some Other Race Alone","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2005-2009","Some Other Race Alone","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2005-2009","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","Two or More Races","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2005-2009","Two or More Races","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","Two or More Races","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2005-2009","Two or More Races","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2005-2009","White Alone","Number","Median Household Income",89620.0
"Barkhamsted","0900502760","2005-2009","White Alone","Number","Margins of Error",11680.0
"Barkhamsted","0900502760","2005-2009","White Alone","Ratio to State Median","Median Household Income",1.23
"Barkhamsted","0900502760","2005-2009","White Alone","Ratio to State Median","Margins of Error",0.16
"Barkhamsted","0900502760","2005-2009","White Alone Not Hispanic or Latino","Number","Median Household Income",89620.0
"Barkhamsted","0900502760","2005-2009","White Alone Not Hispanic or Latino","Number","Margins of Error",11680.0
"Barkhamsted","0900502760","2005-2009","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.2
"Barkhamsted","0900502760","2005-2009","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.16
"Barkhamsted","0900502760","2006-2010","All","Number","Median Household Income",87656.0
"Barkhamsted","0900502760","2006-2010","All","Number","Margins of Error",13202.0
"Barkhamsted","0900502760","2006-2010","All","Ratio to State Median","Median Household Income",1.29
"Barkhamsted","0900502760","2006-2010","All","Ratio to State Median","Margins of Error",0.2
"Barkhamsted","0900502760","2006-2010","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","Asian Alone","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","Asian Alone","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","Black or African American Alone","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","Black or African American Alone","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","Hispanic or Latino","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","Hispanic or Latino","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","Some Other Race Alone","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","Some Other Race Alone","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","Two or More Races","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","Two or More Races","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","Two or More Races","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2006-2010","Two or More Races","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2006-2010","White Alone","Number","Median Household Income",87656.0
"Barkhamsted","0900502760","2006-2010","White Alone","Number","Margins of Error",13202.0
"Barkhamsted","0900502760","2006-2010","White Alone","Ratio to State Median","Median Household Income",1.2
"Barkhamsted","0900502760","2006-2010","White Alone","Ratio to State Median","Margins of Error",0.18
"Barkhamsted","0900502760","2006-2010","White Alone Not Hispanic or Latino","Number","Median Household Income",87656.0
"Barkhamsted","0900502760","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",13202.0
"Barkhamsted","0900502760","2006-2010","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.17
"Barkhamsted","0900502760","2006-2010","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.18
"Barkhamsted","0900502760","2007-2011","All","Number","Median Household Income",83056.0
"Barkhamsted","0900502760","2007-2011","All","Number","Margins of Error",10191.0
"Barkhamsted","0900502760","2007-2011","All","Ratio to State Median","Median Household Income",1.2
"Barkhamsted","0900502760","2007-2011","All","Ratio to State Median","Margins of Error",0.15
"Barkhamsted","0900502760","2007-2011","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","Asian Alone","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","Asian Alone","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","Black or African American Alone","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","Black or African American Alone","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","Hispanic or Latino","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","Hispanic or Latino","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","Some Other Race Alone","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","Some Other Race Alone","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","Two or More Races","Number","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","Two or More Races","Number","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","Two or More Races","Ratio to State Median","Median Household Income",-9999.0
"Barkhamsted","0900502760","2007-2011","Two or More Races","Ratio to State Median","Margins of Error",-9999.0
"Barkhamsted","0900502760","2007-2011","White Alone","Number","Median Household Income",83056.0
"Barkhamsted","0900502760","2007-2011","White Alone","Number","Margins of Error",10191.0
"Barkhamsted","0900502760","2007-2011","White Alone","Ratio to State Median","Median Household Income",1.11
"Barkhamsted","0900502760","2007-2011","White Alone","Ratio to State Median","Margins of Error",0.14
